URL,Researcher,Name,Title,Department,Europe,North America,Latin Am. & Carribean,S SE & E Asia,Central & Western Asia,Northern Africa,Subsaharan Africa,Oceania,Artic,Critique of knowledge production,Managing Metabolic processes,Empowerment and inequality,Imagining the future,Understanding the past,Biodiversity,Air,Built Environment,Energy,Representations,Transport,Waste,Water,Food,Abiotic resources,Environment / climate,Human Wellbeing (IRIS),Materials (IRIS),Global Health (IRIS),Intercultural Interaction (IRIS),"Energy, Envir. & Transport (IRIS)",Public Policy & Governance (IRIS),Sustainable Cities (IRIS),Risk & Security (IRIS),Systems Engineering (IRIS)
http://iris.ucl.ac.uk/iris/browse/profile?upi=MLEEX08,MLEEX08,Maria Lee,Prof,Faculty of Laws,1,,,,,,,,,,1,,,,,,1,1,,,,1,,,1,,,1,,1,,,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MMCMI98,MMCMI98,Megan McMichael,Ms,UCL Energy Institute,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MMUHA75,MMUHA75,MD. MUSLEH UDDIN Hassan,0,Development Planning Unit,,,,1,,,,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=mneum17,mneum17,Melissa  Neuman,Dr,Institute for Global Health,,,,,,,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MNFOR09,MNFOR09,Mark  Ford,Dr,English Lang & Literature,1,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
http://www.ucl.ac.uk/secret/current_students/2011_cohort/2011-cohort-profiles/ashby_profile,MPJAS93,Matthew Ashby,0,Security and Crime Science,1,,,,,,,,,,1,1,,,,,1,,,1,,,,1,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MPRAW86,MPRAW86,Peg Rawes,Dr,School of Architecture,,,,1,,,,,,1,,,,,,,1,,,,,,,,,1,,1,1,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MRACO63,MRACO63,Mike Raco,Prof,School of Planning,1,,,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MREME29,MREME29,Michael Emes,dr,Space & Climate Physics,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,,1,,,1,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=MRING31,MRING31,Matthew Ingleby,Dr,Centre for Languages & Int'l Education,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MRPIT61,MRPIT61,Michael Pitt,Prof,The Bartlett School of Graduate Studies,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MSSTE18,MSSTE18,Michael Stewart,Dr,Anthropology,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MSTAF39,MSTAF39,Mai Stafford,Dr,Epidemiology & Public Health,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MSTAM43,MSTAM43,Michail Stamatakis,Dr,Chemical Engineering,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=mtman59,mtman59,Michael Manlangit,Mr,Management Science & Innovation,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MUCCI66,MUCCI66,Marcella Ucci,Dr,School of Architecture,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MWHIT11,MWHIT11,Martine Spinks,Dr,School of Planning,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MWINN40,MWINN40,Matthew Winning,Mr,UCL Energy Institute,1,,,,,,,,,1,1,,,,,,,1,,1,,,,,1,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MWOOD89,MWOOD89,Matthew Wood-Hill,Mr,Development Planning Unit,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=MZANG95,MZANG95,Mehrdad Zangeneh,Prof,Mechanical Engineering,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NAPHE55,NAPHE55,Nicholas Phelps,Prof,School of Planning,1,1,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NATYL84,NATYL84,Nick Tyler,Prof,"Civil, Environmental and Geomatic Engineering",1,,1,1,,,,,,,1,,1,,,,1,1,,1,,,,,,1,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NCHRI60,NCHRI60,Nicola Christie,Dr,"Civil, Environmental and Geomatic Engineering",1,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NDSTR24,NDSTR24,Neil Strachan,Prof,UCL Energy Institute,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=Nichola,Nichola,Nichola Smalley,0,"School of European Languages, Culture and Society",1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NKALT05,NKALT05,Nik Kaltsoyannis,Prof,Chemistry,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NKARA65,NKARA65,Nikolaos Karadimitriou,Dr,School of Planning,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,,
http://www.bartlett.ucl.ac.uk/graduate/csh/research/changeordamage,NLUXF34,Naomi Luxford,Dr,The Bartlett School of Graduate Studies,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NMGAL98,NMGAL98,Nick Gallent,Prof,School of Planning,1,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,
http://www0.cs.ucl.ac.uk/staff/n.mitra/research/,NMITR19,Niloy Mitra,Dr,Computer Science,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NSSHE98,NSSHE98,Nick Shepley,,English Lang & Literature,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NTSKI64,NTSKI64,Neal Skipper,Prof,Physics & Astronomy,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=NWSMI56,NWSMI56,Nick Smith,,Psychology & Language Sciences,1,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=OGTOB45,OGTOB45,Oliver O'Brien,Mr,Centre for Advanced Spatial Analysis,1,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=OPDES23,OPDES23,Olivier Dessens,Dr,UCL Energy Institute,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=OSSUL70,OSSUL70,Maria OSSUL VERMEHREN,0,Development Planning Unit,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PALEI87,PALEI87,Pavlos Aleiferis,Dr,Mechanical Engineering,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PALON04,PALON04,Paul Longley,Prof,Geography,,,,,,,,,,1,1,,1,,,,1,,1,,,,,,,,,1,,,,1,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PANGE44,PANGE44,Panagiota Angeli,Dr,Chemical Engineering,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PARAB65,PARAB65,Pushpa Arabindoo,Dr,Geography,,,,,,,,,,1,1,1,,,1,,1,1,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PAYKA93,PAYKA93,Pinar Aykac,0,School of Architecture,1,,,,1,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PBIDD61,PBIDD61,Phillip Biddulph,Dr,UCL Energy Institute,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PBRIA11,PBRIA11,Paola Briata,Dr,School of Planning,1,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,1,,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PDASX99,PDASX99,Payel Das,Dr,The Bartlett School of Graduate Studies,1,,,1,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PDGRO34,PDGRO34,Paul Groves,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,,1,,,,1,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PDRUM34,PDRUM34,Paul Drummond,Mr,UCL Energy Institute,1,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PDUFF29,PDUFF29,Philippe Duffour,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PEDOD24,PEDOD24,Paul Dodds,Dr,UCL Energy Institute,1,,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=Pei Sze,Pei Sze,Pei Sze Chow,0,"School of European Languages, Culture and Society",1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PEKIN72,PEKIN72,Paul Ekins,Prof,UCL Energy Institute,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,,,,,1,1,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PGHAL68,PGHAL68,Peter Hall,Prof Sir,School of Planning,1,,,,,,,,,,1,,1,1,,,1,,,1,,,,,,,,,,,,1,,
www.iranomad.com,PGHOD22,Pooya GHODDOUSI,0,Geography,1,,,,1,,,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PHOFM71,PHOFM71,Pascale Hofmann,Miss,Development Planning Unit,1,,1,1,,1,1,,,,1,,,,,,1,,,,1,1,,,,,,1,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PJRAY38,PJRAY38,Peter Raynham,Mr,The Bartlett School of Graduate Studies,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PJTAN13,PJTAN13,PJ Tan,Dr,Mechanical Engineering,,,,,,,,,,1,,,1,,,,,1,,,,,,,,1,1,,,,,,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PLETT94,PLETT94,Paola Lettieri,Dr,Chemical Engineering,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,1,,,1,,1,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=PMACD20,PMACD20,Peter Macdonald-Eggers,Mr,Faculty of Laws,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PMJON93,PMJON93,Peter Jones,Prof,"Civil, Environmental and Geomatic Engineering",1,,,1,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PMVFE79,PMVFE79,Pedro Ferreira,Dr,"Civil, Environmental and Geomatic Engineering",1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PPARI97,PPARI97,Priti Parikh,Dr,"Civil, Environmental and Geomatic Engineering",,,,1,,,1,,,,1,1,,,,,1,,,,,,,,,1,,,,1,,1,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=PRICK01,PRICK01,Patrick Rickles,Mr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PRUYS20,PRUYS20,Paul Ruyssevelt,Prof,UCL Energy Institute,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PSAND39,PSAND39,Philippe Sands,Prof,Faculty of Laws,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PSHEA33,PSHEA33,Paul Shearing,Dr,Chemical Engineering,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=PWGMO27,PWGMO27,Peter Morris,Prof,School of Construction & Project Mgt,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=QSTEV34,QSTEV34,Quentin Stevens,Dr,School of Planning,1,1,1,1,,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=QZHOU43,QZHOU43,Judith Zhou,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,
http://www.bartlett.ucl.ac.uk/architecture/programmes/mphil-phd-studentwork-ht/regner-ramos,RAMOS88,Regner Ramos,0,School of Architecture,1,,1,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RBIEL78,RBIEL78,Robert Biel,Dr,Development Planning Unit,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RBINI35,RBINI35,Russell Binions,Dr,Chemistry,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RBMAC88,RBMAC88,Richard Macrory,Prof,Faculty of Laws,1,,,,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RCCOL56,RCCOL56,Rebecca Collins,Ms,Centre for Languages & Int'l Education,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RCLAM63,RCLAM63,Rita Lambert,Ms,Development Planning Unit,,,,,,,1,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RFUEN77,RFUEN77,Raul Fuentes,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,,1,,,,1,,,1,,,,,,,1,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RGLID25,RGLID25,Rob Liddiard,Mr,UCL Energy Institute,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RGRAU87,RGRAU87,Ricardo Grau-Crespo,Dr,Chemistry,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RHICK55,RHICK55,Robin Hickman,Dr,School of Planning,1,,,1,,,,,,,1,,1,,,,1,,,1,,,,,,1,,,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RJDEN27,RJDEN27,Richard Dennis,Prof,Geography,1,1,,,,,,,,,1,,,1,,,1,,1,1,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RJLOW06,RJLOW06,Robert Lowe,Prof,UCL Energy Institute,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RJTAW58,RJTAW58,Richard Taws,Dr,History of Art,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RLMAC28,RLMAC28,Roger Mackett,Prof,"Civil, Environmental and Geomatic Engineering",1,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RLSZA20,RLSZA20,Reem Zako,0,The Bartlett School of Graduate Studies,1,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RMCLE83,RMCLE83,Ruth McLeod,Ms,Development Planning Unit,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RMSRA81,RMSRA81,Rokia Raslan,Dr,The Bartlett School of Graduate Studies,1,,,,,,,,,,1,1,1,,,,1,1,,,,,,,,1,,,,1,,1,,
http://www.ucl.ac.uk/laws/academics/profiles/index.shtml?purdy,RPURD14,Ray Purdy,Mr,Faculty of Laws,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,,,,,1,1,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RROJA69,RROJA69,Robinson Rojas,Dr,Development Planning Unit,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,1,,,,,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RSHIT78,RSHIT78,Russell Hitchings,Dr,Geography,1,,,,,,,,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RSWOT68,RSWOT68,Roger Wotton,Prof,"Genetics, Evolution & Environment",,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=RTHOR43,RTHOR43,THORPE REUBEN,0,Institute of Archaeology,1,,,,1,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SAKUE62,SAKUE62,Susanne Kuechler,Prof,Anthropology,1,,,1,1,,,1,,1,,,,1,,,,,1,,,,,,,,1,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SANDO99,SANDO99,Vincente SANDOVAL HENRIQUEZ,0,Development Planning Unit,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SANZA01,SANZA01,Martin SANZANA CALVET,0,Development Planning Unit,,,1,,,,,,,,1,,,1,1,,1,,,,1,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SAROB24,SAROB24,Sandy Robertson,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SBADI93,SBADI93,Sulafa Badi,Dr,School of Construction & Project Mgt,1,,,,1,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,
http://www.bartlett.ucl.ac.uk/planning/people/mphil-phd-students/sarah-cary,SCARY95,Sarah CARY,0,School of Planning,1,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SCASC33,SCASC33,Simone Caschili,Dr,Centre for Advanced Spatial Analysis,1,,,,,,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SEDWA89,SEDWA89,Stephen Edwards,Dr,Institute for Risk & Disaster Reduction,,,,,,,,,,,1,,1,,1,,,,,,,1,,,1,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SFMIC21,SFMIC21,Susan Michie,Prof,"Clinical, Educational and Health Psychology",,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SFRIE16,SFRIE16,Sharon Friel,Dr,Epidemiology & Public Health,1,,,1,,,,1,,,,1,,,,,1,,,,,,1,,1,,,1,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SGAGE30,SGAGE30,Stephen Gage,Prof,School of Architecture,,,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SGRIF58,SGRIF58,Sam Griffiths,Dr,The Bartlett School of Graduate Studies,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SGUIL73,SGUIL73,Serge Guillas,Dr,Statistical Science,,,,,,,,,,,1,,1,,,,1,,,,,1,,,1,,,,,,,,,
http://www.bartlett.ucl.ac.uk/dpu/people/students/dpu/people/students/phd-profiles/siegfried-atteneder,,Siegfried Attender,PhD Student,Development Planning Unit,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SINHA06,SINHA06,Sinha  Nikhilesh,0,Development Planning Unit,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SJBEL56,SJBEL56,Sarah Bell,Dr,"Civil, Environmental and Geomatic Engineering",1,,1,1,,,,1,,1,1,1,,1,,,1,,,,,1,,,1,,,,,1,,1,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=SJLOC41,SJLOC41,Simon Lock,Dr,Science & Technology Studies,,,,,,,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SJOLL79,SJOLL79,Simon Jolly,Dr,Physics & Astronomy,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SJRSI48,SJRSI48,Stefaan Simons,Prof,UCL Australia,1,,,,1,,,,,,1,1,1,,,,,1,,,,,,,,,,,,1,,1,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=SKUHN17,SKUHN17,Simon Kuhn,Dr,Chemical Engineering,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SLEAR20,SLEAR20,Sarah Earl,Ms,School of Construction & Project Mgt,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SLSAR47,SLSAR47,Sonia Arbaci Sallazzaro,Dr,School of Planning,1,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SMARS80,SMARS80,Stephen Marshall,Dr,School of Planning,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SMHON73,SMHON73,SUNG MIN Hong,0,UCL Energy Institute,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SMMOO10,SMMOO10,Susan Moore,Dr,School of Planning,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SPHAN24,SPHAN24,Sean Hanna,Dr,The Bartlett School of Graduate Studies,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,,1,,,,,1,,
http://www.bartlett.ucl.ac.uk/people/?school=gs&upi=SPSAR79,SPSAR79,Sophia Psarra,Dr,The Bartlett School of Graduate Studies,1,1,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,1,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SPURT88,SPURT88,Saul Purton,Dr,Structural and Molecular Biology,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SRBIS03,SRBIS03,Steven Bishop,Prof,Mathematics,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,1,,1,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SROBS78,SROBS78,Stuart Robson,Prof,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,,,,1,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=SSCHO40,SSCHO40,Shaun Scholes,Dr,Institute of Epidemiology & Health,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SSING83,SSING83,SINGH SHIVANI,0,Institute for Global Health,,,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SSWAL82,SSWAL82,Sandra Wallman,Prof,Anthropology,1,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SVPOL08,SVPOL08,Sandra POLANIA REYES,0,Economics,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=SWERR25,SWERR25,Simon Werrett,Dr,Science & Technology Studies,,,,,,,,,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=TANDE42,TANDE42,Tashweka Anderson,Ms,UCL Energy Institute,1,,,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=TCATK39,TCATK39,Tim Atkinson,Prof,Earth Sciences,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=TCHEN23,TCHEN23,Tao Cheng,Prof,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,1,,1,1,
http://iris.ucl.ac.uk/iris/browse/profile?upi=TDHAG87,TDHAG87,Henoc Agbota,Dr,The Bartlett School of Graduate Studies,1,,,1,1,,,,,,1,,,1,,,1,,1,,,,,,,,1,,,1,,,,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=TDOME86,TDOME86,Teresa Domenech Aparisi,Dr,UCL Energy Institute,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=TERFA00,TERFA00,Tohid Erfani,Mr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,
http://iris.ucl.ac.uk/iris/browse/profile?upi=TFUJI93,TFUJI93,Taku Fujiyama,Dr,"Civil, Environmental and Geomatic Engineering",,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,,1,1,1
http://iris.ucl.ac.uk/iris/browse/profile?upi=TMREE51,TMREE51,Todd Whitelaw,Prof,Institute of Archaeology,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,
